pig_age_days,avg_weight,feed_quantity,number_of_feeding_per_day,feeding_time_1,feeding_time_2,feeding_time_3,pen_capacity,pen_status,growth_stage,feed_type,device_code,repeat_days
114,62.7,4.32,3,5:42 am,12:39 pm,17:25 pm,11,inactive,hog grower,hog grower,manual,everyday
154,83.35,5.55,3,7:13 am,12:02 pm,16:30 pm,14,active,hog finisher,hog finisher,auto_feeder_v1,everyday
173,96.56,5.54,3,6:46 am,12:58 pm,18:08 pm,13,active,hog finisher,hog finisher,auto_feeder_v2,everyday
123,68.47,4.28,3,6:58 am,12:46 pm,18:40 pm,20,active,hog grower,hog grower,auto_feeder_v2,everyday
169,94.04,6.1,3,5:26 am,12:19 pm,18:25 pm,19,active,hog finisher,hog finisher,manual,everyday
92,51.79,4.74,3,5:26 am,11:15 am,17:04 pm,13,active,hog grower,hog grower,auto_feeder_v1,everyday
118,63.49,5.29,3,5:01 am,12:40 pm,18:40 pm,16,active,hog grower,hog grower,auto_feeder_v1,everyday
79,43.2,3.45,3,6:56 am,11:43 am,16:20 pm,19,active,hog starter,hog starter,auto_feeder_v2,everyday
48,27.45,1.67,3,5:57 am,11:22 am,18:25 pm,11,active,hog pre-starter,hog pre-starter,manual,everyday
165,90.96,6.4,3,6:14 am,12:59 pm,17:25 pm,11,active,hog finisher,hog finisher,auto_feeder_v2,everyday
65,35.91,2.84,3,7:37 am,11:21 am,17:46 pm,18,active,hog starter,hog starter,auto_feeder_v2,everyday
164,90.12,6.56,3,5:51 am,12:59 pm,18:52 pm,12,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
170,93.82,5.7,3,6:54 am,11:27 am,17:37 pm,16,active,hog finisher,hog finisher,auto_feeder_v1,everyday
117,63.55,3.85,3,7:31 am,11:36 am,16:16 pm,5,active,hog grower,hog grower,auto_feeder_v2,everyday
103,57.48,5.37,3,5:07 am,12:20 pm,18:25 pm,10,active,hog grower,hog grower,auto_feeder_v2,everyday
137,75.84,6.02,3,6:13 am,11:35 am,16:35 pm,18,active,hog finisher,hog finisher,auto_feeder_v2,everyday
147,79.86,6.0,3,6:17 am,11:34 am,16:17 pm,20,active,hog finisher,hog finisher,auto_feeder_v2,everyday
92,49.66,4.56,3,7:14 am,11:59 am,18:58 pm,13,inactive,hog grower,hog grower,auto_feeder_v2,everyday
33,17.69,1.61,3,7:10 am,12:25 pm,18:14 pm,14,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
170,94.92,6.88,3,7:11 am,11:24 am,16:37 pm,11,active,hog finisher,hog finisher,manual,everyday
70,37.37,2.03,3,6:39 am,12:12 pm,18:29 pm,13,active,hog starter,hog starter,manual,everyday
62,33.06,2.4,3,6:19 am,11:08 am,17:56 pm,20,active,hog starter,hog starter,auto_feeder_v1,everyday
163,90.28,5.62,3,7:30 am,11:30 am,17:14 pm,5,active,hog finisher,hog finisher,manual,everyday
146,79.87,6.61,3,5:47 am,12:24 pm,17:35 pm,18,active,hog finisher,hog finisher,auto_feeder_v1,everyday
77,42.76,3.38,3,5:04 am,12:24 pm,18:56 pm,10,active,hog starter,hog starter,auto_feeder_v1,everyday
119,66.18,3.84,3,5:38 am,12:50 pm,18:36 pm,10,active,hog grower,hog grower,manual,everyday
158,86.37,5.68,3,5:49 am,11:18 am,18:18 pm,16,active,hog finisher,hog finisher,auto_feeder_v2,everyday
163,88.47,6.61,3,7:02 am,11:04 am,18:31 pm,18,active,hog finisher,hog finisher,auto_feeder_v2,everyday
35,18.64,1.7,3,7:26 am,12:17 pm,17:25 pm,19,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
162,88.01,6.08,3,7:56 am,12:15 pm,18:12 pm,7,active,hog finisher,hog finisher,manual,everyday
59,31.71,2.25,3,6:31 am,11:40 am,17:28 pm,17,active,hog starter,hog starter,auto_feeder_v1,everyday
144,80.12,6.14,3,5:59 am,12:18 pm,18:44 pm,7,active,hog finisher,hog finisher,auto_feeder_v2,everyday
39,21.45,1.21,3,6:58 am,11:48 am,17:31 pm,14,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
145,81.2,6.1,3,5:14 am,12:20 pm,17:56 pm,10,active,hog finisher,hog finisher,auto_feeder_v1,everyday
173,94.69,5.99,3,7:38 am,12:50 pm,16:43 pm,17,active,hog finisher,hog finisher,auto_feeder_v1,everyday
100,54.48,5.36,3,5:27 am,12:47 pm,16:01 pm,6,inactive,hog grower,hog grower,auto_feeder_v2,everyday
151,84.34,6.59,3,5:04 am,12:55 pm,17:07 pm,6,active,hog finisher,hog finisher,manual,everyday
88,49.11,3.96,3,5:26 am,12:27 pm,17:45 pm,19,active,hog grower,hog grower,auto_feeder_v1,everyday
152,84.91,6.81,3,5:51 am,12:22 pm,17:32 pm,9,active,hog finisher,hog finisher,auto_feeder_v1,everyday
73,41.18,2.74,3,7:15 am,11:18 am,18:48 pm,10,active,hog starter,hog starter,manual,everyday
32,17.77,1.47,3,5:35 am,11:54 am,18:38 pm,14,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
70,37.09,3.25,3,5:13 am,11:03 am,16:30 pm,7,active,hog starter,hog starter,auto_feeder_v1,everyday
73,41.5,2.57,3,5:58 am,12:14 pm,17:44 pm,13,active,hog starter,hog starter,auto_feeder_v2,everyday
55,29.91,2.53,3,5:16 am,11:05 am,16:15 pm,12,active,hog starter,hog starter,manual,everyday
167,92.23,6.42,3,5:14 am,12:36 pm,17:00 pm,6,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
72,38.29,2.31,3,5:20 am,12:22 pm,17:04 pm,19,inactive,hog starter,hog starter,auto_feeder_v2,everyday
30,16.74,1.33,3,7:57 am,12:59 pm,17:07 pm,13,inactive,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
121,68.03,3.74,3,6:29 am,11:11 am,16:02 pm,10,active,hog grower,hog grower,manual,everyday
77,43.05,3.03,3,7:46 am,11:09 am,17:16 pm,9,active,hog starter,hog starter,auto_feeder_v2,everyday
35,18.26,1.43,3,7:43 am,12:42 pm,16:34 pm,19,active,hog pre-starter,hog pre-starter,manual,everyday
37,19.14,1.5,3,5:18 am,11:41 am,18:38 pm,19,active,hog pre-starter,hog pre-starter,manual,everyday
52,29.1,2.82,3,7:05 am,12:33 pm,16:39 pm,12,inactive,hog starter,hog starter,manual,everyday
85,47.48,5.23,3,7:51 am,12:54 pm,17:31 pm,7,active,hog grower,hog grower,auto_feeder_v2,everyday
122,66.27,4.79,3,7:34 am,12:24 pm,18:07 pm,18,active,hog grower,hog grower,auto_feeder_v1,everyday
141,77.28,6.2,3,7:44 am,11:41 am,17:24 pm,16,active,hog finisher,hog finisher,manual,everyday
36,20.39,1.29,3,7:39 am,11:30 am,16:54 pm,18,active,hog pre-starter,hog pre-starter,manual,everyday
179,97.19,6.65,3,5:55 am,12:12 pm,18:10 pm,19,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
76,42.53,3.03,3,5:13 am,11:45 am,17:46 pm,6,inactive,hog starter,hog starter,manual,everyday
45,25.39,1.43,3,6:02 am,11:17 am,16:50 pm,6,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
50,27.44,1.52,3,6:18 am,12:03 pm,18:03 pm,20,inactive,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
104,57.9,5.45,3,5:24 am,11:37 am,18:03 pm,11,active,hog grower,hog grower,auto_feeder_v1,everyday
103,57.59,4.05,3,7:29 am,12:17 pm,16:46 pm,15,active,hog grower,hog grower,auto_feeder_v1,everyday
110,60.52,5.13,3,7:09 am,12:03 pm,17:33 pm,13,active,hog grower,hog grower,auto_feeder_v2,everyday
47,25.58,1.38,3,5:09 am,11:25 am,16:59 pm,17,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
92,49.29,3.77,3,7:18 am,12:03 pm,17:03 pm,19,active,hog grower,hog grower,manual,everyday
89,48.63,5.47,3,7:08 am,12:46 pm,18:35 pm,13,active,hog grower,hog grower,auto_feeder_v2,everyday
37,19.69,1.55,3,7:05 am,11:47 am,18:11 pm,18,active,hog pre-starter,hog pre-starter,manual,everyday
138,74.55,6.29,3,5:58 am,11:50 am,18:34 pm,7,inactive,hog finisher,hog finisher,auto_feeder_v1,everyday
97,54.51,5.07,3,6:47 am,12:59 pm,16:26 pm,5,active,hog grower,hog grower,manual,everyday
44,24.74,1.3,3,5:51 am,11:16 am,16:07 pm,5,active,hog pre-starter,hog pre-starter,manual,everyday
34,17.81,1.31,3,6:13 am,12:14 pm,17:57 pm,10,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
162,88.21,5.96,3,6:45 am,11:45 am,17:26 pm,17,active,hog finisher,hog finisher,manual,everyday
53,29.73,2.85,3,5:23 am,12:38 pm,17:18 pm,11,inactive,hog starter,hog starter,auto_feeder_v2,everyday
32,16.32,1.79,3,6:59 am,11:21 am,17:01 pm,12,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
79,44.39,2.81,3,5:24 am,11:27 am,17:57 pm,16,active,hog starter,hog starter,auto_feeder_v1,everyday
149,81.5,6.83,3,5:21 am,12:09 pm,18:42 pm,17,active,hog finisher,hog finisher,manual,everyday
56,29.6,2.32,3,6:55 am,12:02 pm,16:52 pm,14,active,hog starter,hog starter,auto_feeder_v1,everyday
86,46.32,5.14,3,6:38 am,12:34 pm,16:02 pm,13,active,hog grower,hog grower,auto_feeder_v1,everyday
70,39.87,3.27,3,6:17 am,11:06 am,16:38 pm,11,inactive,hog starter,hog starter,auto_feeder_v2,everyday
161,88.71,6.98,3,5:43 am,12:44 pm,18:05 pm,19,active,hog finisher,hog finisher,auto_feeder_v2,everyday
134,74.87,5.5,3,7:10 am,12:50 pm,17:15 pm,12,active,hog finisher,hog finisher,auto_feeder_v1,everyday
41,23.01,1.25,3,7:21 am,12:59 pm,18:31 pm,20,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
130,70.69,4.98,3,6:42 am,11:05 am,18:38 pm,11,active,hog grower,hog grower,manual,everyday
87,47.67,3.59,3,6:26 am,12:34 pm,16:04 pm,11,active,hog grower,hog grower,manual,everyday
133,71.83,6.91,3,6:57 am,12:27 pm,17:28 pm,6,active,hog finisher,hog finisher,auto_feeder_v1,everyday
79,43.49,2.55,3,6:44 am,11:09 am,18:19 pm,10,active,hog starter,hog starter,auto_feeder_v2,everyday
127,69.06,5.05,3,7:51 am,11:07 am,17:48 pm,12,active,hog grower,hog grower,auto_feeder_v2,everyday
116,62.62,4.12,3,6:10 am,12:14 pm,16:05 pm,6,inactive,hog grower,hog grower,manual,everyday
